t,mountain
v,-104,21,0,2
v,-96,21,0,1
v,124,28,1,2
v,-125,28,1,1
v,64,19,2,0
v,-116,21,0,3
v,-120,18,0,1
v,-124,18,0,2
v,-128,0,0,0
v,-64,21,0,0
v,-124,21,1,3
v,-126,18,0,3
v,-125,21,1,2
v,-127,13,0,1
v,-126,13,0,0
v,0,18,2,0
v,-112,18,0,0
v,-127,18,1,1
v,-96,18,1,3
v,-98,18,1,2
v,-112,26,2,0
v,96,26,2,1
v,-122,26,0,1
v,-120,26,0,0
v,-127,26,0,2
v,3,24,1,3
v,-96,21,2,0
v,0,21,2,2
v,-64,21,2,1
v,-126,19,0,3
v,-124,19,0,2
v,-120,19,0,1
v,-112,19,0,0
v,-126,16,0,2
v,-124,16,0,1
v,-120,16,0,0
v,-112,17,0,0
v,-120,17,0,1
v,64,16,1,3
v,-80,16,1,2
v,-121,16,1,0
v,-120,16,1,1
v,-126,17,0,3
v,-122,17,0,2
v,-127,16,0,3
v,-127,25,1,2
v,-8,31,1,0
v,-100,23,0,2
v,2,25,1,3
v,-96,23,0,1
v,-64,23,0,0
v,0,15,1,3
v,-126,23,0,3
v,-112,13,1,0
v,-8,27,1,3
v,-127,29,1,0
v,96,13,1,1
v,126,29,1,1
v,7,27,1,2
v,-64,22,2,1
v,-80,22,2,0
v,0,22,2,2
v,-122,15,0,1
v,-32,15,1,2
v,-104,15,1,1
v,-120,15,0,0
v,-112,23,2,0
v,-124,15,1,0
v,-127,15,0,2
v,-32,23,2,1
v,0,23,2,2
v,-64,24,0,0
v,-72,24,0,1
v,-64,22,0,0
v,-96,22,0,1
v,-112,22,0,2
v,-124,24,0,2
v,-114,22,0,3
v,-125,24,0,3
v,78,26,1,3
v,-121,22,1,3
v,-64,28,2,0
v,0,28,2,1
v,-127,26,1,2
v,-128,5,0,0
v,-127,28,0,1
v,-126,28,0,0
v,-128,4,0,0
v,-124,14,0,0
v,-112,24,2,0
v,-96,24,2,1
v,-127,14,0,2
v,64,24,2,2
v,-126,14,0,1
v,-32,17,1,3
v,-112,17,1,2
v,-113,17,1,1
v,64,14,1,2
v,-127,19,1,1
v,-120,14,1,0
v,-126,19,1,2
v,-80,14,1,1
v,-68,19,1,3
v,0,17,2,0
v,-116,20,0,2
v,-122,20,0,3
v,-16,30,1,1
v,14,30,1,0
v,64,20,2,1
v,-96,20,2,0
v,-127,20,1,1
v,-126,20,1,2
v,-96,20,0,0
v,-124,20,1,3
v,-112,20,0,1
v,96,12,1,0
v,64,25,2,2
v,-96,25,2,1
v,-112,25,2,0
v,0,27,2,1
v,0,29,2,0
v,-116,27,0,0
v,-125,27,0,1
v,-127,29,0,0
v,-32,27,2,0
v,-127,12,0,0
v,-16,25,0,0
v,-127,23,1,3
v,-120,25,0,1
v,-121,25,0,2
t,snow
v,-127,22,0,4
v,-125,21,0,4
v,-127,19,0,4
v,-127,18,0,4
v,112,21,1,5
v,-120,21,1,4
v,-116,22,1,4
v,-80,26,1,4
v,28,22,1,5
v,-32,21,1,6
v,-32,22,1,6
v,-64,22,1,7
v,-127,17,0,4
v,-125,20,0,4
v,-128,11,0,0
v,64,20,1,5
v,64,18,1,4
v,-8,20,1,4
v,-96,24,1,9
v,-96,23,1,8
v,-32,24,1,7
v,-32,24,1,8
v,-32,23,1,6
v,-127,23,0,4
v,-8,24,1,5
v,-32,23,1,7
v,-16,24,1,6
v,0,17,1,4
v,-58,24,1,4
v,-40,23,1,5
v,78,23,1,4
v,-96,25,1,8
v,-96,25,1,7
v,-16,25,1,6
v,-64,19,1,4
v,-8,25,1,5
v,64,19,1,5
v,124,25,1,4
t,mountain
v,-126,38,4,5
v,-127,38,4,6
v,96,38,4,3
v,-100,38,4,4
v,64,15,5,6
v,96,38,6,7
v,-97,38,6,6
v,0,38,9,0
v,64,5,9,1
v,-68,5,9,0
v,127,2,7,1
v,-68,15,5,7
v,0,36,3,0
v,-32,36,3,1
v,0,46,6,4
v,-114,46,6,1
v,-127,46,6,0
v,-127,36,3,3
v,-32,46,6,3
v,-112,46,6,2
v,-97,36,3,2
v,-64,10,5,3
v,0,10,5,2
v,-121,42,6,2
v,-120,42,6,3
v,112,31,4,7
v,-127,42,4,3
v,-122,42,4,2
v,-96,42,6,5
v,-112,42,6,4
v,-104,42,4,1
v,-80,10,5,4
v,96,42,4,0
v,-113,10,5,5
v,64,42,6,6
v,-114,13,4,3
v,-80,13,4,2
v,-127,13,4,4
v,0,10,9,5
v,-64,10,9,4
v,-125,10,9,1
v,-80,10,9,3
v,-116,10,9,2
v,-125,10,7,7
v,-125,33,8,3
v,64,13,4,1
v,-96,33,8,6
v,64,33,8,7
v,-124,33,8,4
v,-104,33,8,5
v,124,43,7,1
v,-2,12,8,7
v,-125,43,7,0
v,64,37,7,7
v,64,11,5,3
v,-96,11,5,4
v,-113,37,7,5
v,-104,11,5,5
v,-65,50,5,0
v,-72,37,7,6
v,-121,11,5,6
v,-127,12,8,6
v,127,3,7,2
v,-127,11,7,7
v,-80,17,4,4
v,-116,17,4,5
v,-125,34,8,2
v,64,17,4,3
v,-127,21,8,7
v,-80,34,8,5
v,-64,34,8,6
v,-124,34,8,3
v,-116,34,8,4
v,0,34,8,7
v,-126,17,4,6
v,-127,17,4,7
v,0,12,4,0
v,-100,12,4,2
v,124,12,6,7
v,-32,12,4,1
v,0,32,9,2
v,-32,32,9,1
v,-104,32,9,0
v,-116,27,9,1
v,-125,27,9,0
v,64,27,9,4
v,-96,27,9,3
v,-112,27,9,2
v,-125,12,4,3
v,-121,25,2,1
v,-120,25,2,0
v,-124,27,2,1
v,-126,27,2,2
v,-127,27,2,3
v,-120,27,2,0
v,-97,9,5,4
v,64,9,5,2
v,-96,9,5,3
v,-64,23,3,1
v,96,4,8,2
v,0,23,3,0
v,-120,23,3,3
v,-104,4,8,1
v,-80,23,3,2
v,-121,4,8,0
v,0,4,6,0
v,-122,23,3,4
v,-64,4,6,1
v,-127,23,3,5
v,-80,4,6,2
v,-113,4,6,3
v,-96,20,4,5
v,64,20,4,4
v,127,1,7,0
v,-96,21,3,1
v,-64,21,3,0
v,-122,21,3,3
v,-104,20,4,6
v,-104,21,3,2
v,-122,20,4,7
v,-127,21,3,4
v,0,7,5,0
v,64,7,5,1
v,-65,7,5,2
v,-120,31,2,0
v,-124,31,2,1
v,-126,31,2,2
v,-127,31,2,3
v,-32,6,8,3
v,-98,6,8,2
v,0,6,8,4
v,-127,6,8,1
v,-127,8,6,7
v,-126,8,6,6
v,-124,8,6,5
v,-72,8,6,4
v,96,37,5,7
v,96,8,6,3
v,64,6,6,1
v,-32,6,6,2
v,-8,8,8,4
v,-112,6,6,3
v,0,8,8,5
v,-121,8,8,3
v,96,19,9,7
v,-116,6,6,4
v,-125,6,6,5
v,-120,26,3,4
v,-16,26,3,3
v,0,26,3,2
v,-127,26,3,6
v,-122,26,3,5
v,-127,8,4,1
v,-122,8,4,0
v,0,45,5,1
v,0,37,9,0
v,-120,45,5,3
v,-16,45,5,2
v,-125,45,5,5
v,-124,45,5,4
v,-32,39,8,2
v,96,35,8,5
v,-127,9,7,6
v,0,39,8,3
v,-104,35,8,4
v,126,9,7,7
v,-124,35,8,3
v,-126,35,8,2
v,-127,35,8,1
v,-125,39,8,0
v,-100,39,8,1
v,0,35,8,6
v,-97,39,6,5
v,0,39,6,7
v,-32,39,6,6
v,-125,37,4,6
v,-116,37,4,5
v,-16,37,4,4
v,0,37,4,3
v,-113,34,3,4
v,-80,18,3,0
v,-116,18,3,1
v,0,14,10,2
v,-125,18,3,2
v,-96,14,10,0
v,-64,14,10,1
v,0,34,3,1
v,-112,34,3,3
v,-32,34,3,2
v,-125,23,9,2
v,-116,23,9,3
v,-80,23,9,4
v,-64,23,9,5
v,-127,28,3,7
v,-120,33,4,7
v,-1,5,5,0
v,-127,33,2,1
v,-80,33,4,6
v,96,28,3,4
v,-128,5,5,1
v,-114,33,2,0
v,64,33,4,5
v,-100,28,3,5
v,-126,28,3,6
v,0,23,9,6
v,-64,19,4,4
v,-120,28,9,1
v,-80,19,4,5
v,-112,28,9,2
v,-116,19,4,6
v,-32,28,9,3
v,-125,19,4,7
v,0,28,9,4
v,-122,28,9,0
v,0,19,4,3
v,-97,39,5,7
v,-113,36,7,6
v,-16,36,7,7
v,64,39,5,5
v,-32,39,5,6
v,120,7,7,6
v,-124,24,3,4
v,-121,7,7,5
v,-104,24,3,3
v,-127,24,3,6
v,-126,24,3,5
v,64,24,3,1
v,64,9,10,0
v,-96,24,3,2
